"study","group","condition","SID","survey_name","item","value"
"study1_pilot2","message control","message control","s015","msg_rel_social","msg_rel_social_12","6"
"study1_pilot2","message control","message control","s056","msg_rel_social","msg_rel_social_12","5"
"study1_pilot2","message control","message control","s073","msg_rel_social","msg_rel_social_12","7"
"study1_pilot2","message control","message control","s087","msg_rel_social","msg_rel_social_12","7"
"study1_pilot2","message control","message control","s125","msg_rel_social","msg_rel_social_12","7"
"study1_pilot2","message control","message control","s126","msg_rel_social","msg_rel_social_12","3"
"study1_pilot2","message control","message control","s177","msg_rel_social","msg_rel_social_12","6"
"study1_pilot2","message control","message control","s183","msg_rel_social","msg_rel_social_12","6"
"study1_pilot2","message control","message control","s201","msg_rel_social","msg_rel_social_12","4"
"study1_pilot2","message control","message control","s013","msg_rel_social","msg_rel_social_15","6"
"study1_pilot2","message control","message control","s029","msg_rel_social","msg_rel_social_15","6"
"study1_pilot2","message control","message control","s050","msg_rel_social","msg_rel_social_15","6"
"study1_pilot2","message control","message control","s069","msg_rel_social","msg_rel_social_15","6"
"study1_pilot2","message control","message control","s074","msg_rel_social","msg_rel_social_15","5"
"study1_pilot2","message control","message control","s076","msg_rel_social","msg_rel_social_15","5"
"study1_pilot2","message control","message control","s092","msg_rel_social","msg_rel_social_15","5"
"study1_pilot2","message control","message control","s124","msg_rel_social","msg_rel_social_15","6"
"study1_pilot2","message control","message control","s209","msg_rel_social","msg_rel_social_15","7"
"study1_pilot2","message control","message control","s013","msg_rel_social","msg_rel_social_17","7"
"study1_pilot2","message control","message control","s029","msg_rel_social","msg_rel_social_17","6"
"study1_pilot2","message control","message control","s050","msg_rel_social","msg_rel_social_17","6"
"study1_pilot2","message control","message control","s069","msg_rel_social","msg_rel_social_17","7"
"study1_pilot2","message control","message control","s125","msg_rel_social","msg_rel_social_17","7"
"study1_pilot2","message control","message control","s183","msg_rel_social","msg_rel_social_17","5"
"study1_pilot2","message control","message control","s201","msg_rel_social","msg_rel_social_17","6"
"study1_pilot2","message control","message control","s013","msg_rel_social","msg_rel_social_18","6"
"study1_pilot2","message control","message control","s014","msg_rel_social","msg_rel_social_18","6"
"study1_pilot2","message control","message control","s015","msg_rel_social","msg_rel_social_18","5"
"study1_pilot2","message control","message control","s023","msg_rel_social","msg_rel_social_18","6"
"study1_pilot2","message control","message control","s050","msg_rel_social","msg_rel_social_18","6"
"study1_pilot2","message control","message control","s056","msg_rel_social","msg_rel_social_18","6"
"study1_pilot2","message control","message control","s074","msg_rel_social","msg_rel_social_18","6"
"study1_pilot2","message control","message control","s124","msg_rel_social","msg_rel_social_18","6"
"study1_pilot2","message control","message control","s181","msg_rel_social","msg_rel_social_18","5"
"study1_pilot2","message control","message control","s230","msg_rel_social","msg_rel_social_18","5"
"study1_pilot2","message control","message control","s073","msg_rel_social","msg_rel_social_20","7"
"study1_pilot2","message control","message control","s074","msg_rel_social","msg_rel_social_20","6"
"study1_pilot2","message control","message control","s092","msg_rel_social","msg_rel_social_20","6"
"study1_pilot2","message control","message control","s112","msg_rel_social","msg_rel_social_20","7"
"study1_pilot2","message control","message control","s149","msg_rel_social","msg_rel_social_20","7"
"study1_pilot2","message control","message control","s209","msg_rel_social","msg_rel_social_20","7"
"study1_pilot2","message control","message control","s230","msg_rel_social","msg_rel_social_20","7"
"study1_pilot2","message control","message control","s002","msg_rel_social","msg_rel_social_23","6"
"study1_pilot2","message control","message control","s004","msg_rel_social","msg_rel_social_23","6"
"study1_pilot2","message control","message control","s007","msg_rel_social","msg_rel_social_23","6"
"study1_pilot2","message control","message control","s015","msg_rel_social","msg_rel_social_23","6"
"study1_pilot2","message control","message control","s023","msg_rel_social","msg_rel_social_23","7"
"study1_pilot2","message control","message control","s035","msg_rel_social","msg_rel_social_23","7"
"study1_pilot2","message control","message control","s057","msg_rel_social","msg_rel_social_23","6"
"study1_pilot2","message control","message control","s087","msg_rel_social","msg_rel_social_23","7"
"study1_pilot2","message control","message control","s149","msg_rel_social","msg_rel_social_23","7"
"study1_pilot2","message control","message control","s201","msg_rel_social","msg_rel_social_23","7"
"study1_pilot2","message control","message control","s002","msg_rel_social","msg_rel_social_24","6"
"study1_pilot2","message control","message control","s007","msg_rel_social","msg_rel_social_24","5"
"study1_pilot2","message control","message control","s029","msg_rel_social","msg_rel_social_24","6"
"study1_pilot2","message control","message control","s035","msg_rel_social","msg_rel_social_24","7"
"study1_pilot2","message control","message control","s057","msg_rel_social","msg_rel_social_24","6"
"study1_pilot2","message control","message control","s076","msg_rel_social","msg_rel_social_24","5"
"study1_pilot2","message control","message control","s077","msg_rel_social","msg_rel_social_24","6"
"study1_pilot2","message control","message control","s087","msg_rel_social","msg_rel_social_24","7"
"study1_pilot2","message control","message control","s112","msg_rel_social","msg_rel_social_24","7"
"study1_pilot2","message control","message control","s126","msg_rel_social","msg_rel_social_24","3"
"study1_pilot2","message control","message control","s149","msg_rel_social","msg_rel_social_24","7"
"study1_pilot2","message control","message control","s177","msg_rel_social","msg_rel_social_24","6"
"study1_pilot2","message control","message control","s201","msg_rel_social","msg_rel_social_24","5"
"study1_pilot2","message control","message control","s230","msg_rel_social","msg_rel_social_24","7"
"study1_pilot2","message control","message control","s007","msg_rel_social","msg_rel_social_25","6"
"study1_pilot2","message control","message control","s014","msg_rel_social","msg_rel_social_25","6"
"study1_pilot2","message control","message control","s073","msg_rel_social","msg_rel_social_25","7"
"study1_pilot2","message control","message control","s077","msg_rel_social","msg_rel_social_25","6"
"study1_pilot2","message control","message control","s092","msg_rel_social","msg_rel_social_25","7"
"study1_pilot2","message control","message control","s124","msg_rel_social","msg_rel_social_25","6"
"study1_pilot2","message control","message control","s125","msg_rel_social","msg_rel_social_25","7"
"study1_pilot2","message control","message control","s126","msg_rel_social","msg_rel_social_25","4"
"study1_pilot2","message control","message control","s181","msg_rel_social","msg_rel_social_25","5"
"study1_pilot2","message control","message control","s002","msg_rel_social","msg_rel_social_31","5"
"study1_pilot2","message control","message control","s004","msg_rel_social","msg_rel_social_31","6"
"study1_pilot2","message control","message control","s023","msg_rel_social","msg_rel_social_31","7"
"study1_pilot2","message control","message control","s029","msg_rel_social","msg_rel_social_31","6"
"study1_pilot2","message control","message control","s035","msg_rel_social","msg_rel_social_31","7"
"study1_pilot2","message control","message control","s056","msg_rel_social","msg_rel_social_31","6"
"study1_pilot2","message control","message control","s057","msg_rel_social","msg_rel_social_31","7"
"study1_pilot2","message control","message control","s087","msg_rel_social","msg_rel_social_31","5"
"study1_pilot2","message control","message control","s112","msg_rel_social","msg_rel_social_31","7"
"study1_pilot2","message control","message control","s124","msg_rel_social","msg_rel_social_31","6"
"study1_pilot2","message control","message control","s125","msg_rel_social","msg_rel_social_31","7"
"study1_pilot2","message control","message control","s177","msg_rel_social","msg_rel_social_31","7"
"study1_pilot2","message control","message control","s181","msg_rel_social","msg_rel_social_31","5"
"study1_pilot2","message control","message control","s007","msg_rel_social","msg_rel_social_32","6"
"study1_pilot2","message control","message control","s014","msg_rel_social","msg_rel_social_32","6"
"study1_pilot2","message control","message control","s073","msg_rel_social","msg_rel_social_32","7"
"study1_pilot2","message control","message control","s076","msg_rel_social","msg_rel_social_32","4"
"study1_pilot2","message control","message control","s077","msg_rel_social","msg_rel_social_32","7"
"study1_pilot2","message control","message control","s126","msg_rel_social","msg_rel_social_32","5"
"study1_pilot2","message control","message control","s183","msg_rel_social","msg_rel_social_32","5"
"study1_pilot2","message control","message control","s209","msg_rel_social","msg_rel_social_32","7"
"study1_pilot2","message control","message control","s002","msg_share","msg_share_06","2"
"study1_pilot2","message control","message control","s004","msg_share","msg_share_06","2"
"study1_pilot2","message control","message control","s015","msg_share","msg_share_06","3"
"study1_pilot2","message control","message control","s023","msg_share","msg_share_06","5"
"study1_pilot2","message control","message control","s035","msg_share","msg_share_06","7"
"study1_pilot2","message control","message control","s057","msg_share","msg_share_06","5"
"study1_pilot2","message control","message control","s092","msg_share","msg_share_06","5"
"study1_pilot2","message control","message control","s112","msg_share","msg_share_06","7"
"study1_pilot2","message control","message control","s125","msg_share","msg_share_06","7"
"study1_pilot2","message control","message control","s181","msg_share","msg_share_06","5"
"study1_pilot2","message control","message control","s183","msg_share","msg_share_06","6"
"study1_pilot2","message control","message control","s004","msg_share","msg_share_07","2"
"study1_pilot2","message control","message control","s056","msg_share","msg_share_07","4"
"study1_pilot2","message control","message control","s069","msg_share","msg_share_07","1"
"study1_pilot2","message control","message control","s073","msg_share","msg_share_07","1"
"study1_pilot2","message control","message control","s112","msg_share","msg_share_07","7"
"study1_pilot2","message control","message control","s124","msg_share","msg_share_07","3"
"study1_pilot2","message control","message control","s177","msg_share","msg_share_07","2"
"study1_pilot2","message control","message control","s209","msg_share","msg_share_07","1"
"study1_pilot2","message control","message control","s230","msg_share","msg_share_07","1"
"study1_pilot2","message control","message control","s050","msg_share","msg_share_08","1"
"study1_pilot2","message control","message control","s056","msg_share","msg_share_08","4"
"study1_pilot2","message control","message control","s069","msg_share","msg_share_08","1"
"study1_pilot2","message control","message control","s074","msg_share","msg_share_08","5"
"study1_pilot2","message control","message control","s077","msg_share","msg_share_08","7"
"study1_pilot2","message control","message control","s149","msg_share","msg_share_08","7"
"study1_pilot2","message control","message control","s177","msg_share","msg_share_08","2"
"study1_pilot2","message control","message control","s209","msg_share","msg_share_08","1"
"study1_pilot2","message control","message control","s230","msg_share","msg_share_08","1"
"study1_pilot2","message control","message control","s013","msg_share","msg_share_09","6"
"study1_pilot2","message control","message control","s014","msg_share","msg_share_09","6"
"study1_pilot2","message control","message control","s015","msg_share","msg_share_09","4"
"study1_pilot2","message control","message control","s023","msg_share","msg_share_09","5"
"study1_pilot2","message control","message control","s050","msg_share","msg_share_09","1"
"study1_pilot2","message control","message control","s076","msg_share","msg_share_09","5"
"study1_pilot2","message control","message control","s092","msg_share","msg_share_09","2"
"study1_pilot2","message control","message control","s126","msg_share","msg_share_09","7"
"study1_pilot2","message control","message control","s149","msg_share","msg_share_09","7"
"study1_pilot2","message control","message control","s201","msg_share","msg_share_09","6"
"study1_pilot2","message control","message control","s002","msg_share","msg_share_10","2"
"study1_pilot2","message control","message control","s004","msg_share","msg_share_10","2"
"study1_pilot2","message control","message control","s029","msg_share","msg_share_10","6"
"study1_pilot2","message control","message control","s035","msg_share","msg_share_10","7"
"study1_pilot2","message control","message control","s057","msg_share","msg_share_10","6"
"study1_pilot2","message control","message control","s069","msg_share","msg_share_10","1"
"study1_pilot2","message control","message control","s076","msg_share","msg_share_10","4"
"study1_pilot2","message control","message control","s077","msg_share","msg_share_10","7"
"study1_pilot2","message control","message control","s087","msg_share","msg_share_10","7"
"study1_pilot2","message control","message control","s181","msg_share","msg_share_10","5"
"study1_pilot2","message control","message control","s183","msg_share","msg_share_10","5"
"study1_pilot2","message control","message control","s007","msg_share","msg_share_12","5"
"study1_pilot2","message control","message control","s013","msg_share","msg_share_12","6"
"study1_pilot2","message control","message control","s014","msg_share","msg_share_12","4"
"study1_pilot2","message control","message control","s015","msg_share","msg_share_12","5"
"study1_pilot2","message control","message control","s056","msg_share","msg_share_12","2"
"study1_pilot2","message control","message control","s073","msg_share","msg_share_12","1"
"study1_pilot2","message control","message control","s087","msg_share","msg_share_12","6"
"study1_pilot2","message control","message control","s125","msg_share","msg_share_12","7"
"study1_pilot2","message control","message control","s126","msg_share","msg_share_12","4"
"study1_pilot2","message control","message control","s177","msg_share","msg_share_12","5"
"study1_pilot2","message control","message control","s183","msg_share","msg_share_12","7"
"study1_pilot2","message control","message control","s201","msg_share","msg_share_12","2"
"study1_pilot2","message control","message control","s013","msg_share","msg_share_15","7"
"study1_pilot2","message control","message control","s029","msg_share","msg_share_15","6"
"study1_pilot2","message control","message control","s050","msg_share","msg_share_15","1"
"study1_pilot2","message control","message control","s069","msg_share","msg_share_15","1"
"study1_pilot2","message control","message control","s074","msg_share","msg_share_15","6"
"study1_pilot2","message control","message control","s076","msg_share","msg_share_15","7"
"study1_pilot2","message control","message control","s092","msg_share","msg_share_15","6"
"study1_pilot2","message control","message control","s124","msg_share","msg_share_15","3"
"study1_pilot2","message control","message control","s209","msg_share","msg_share_15","1"
"study1_pilot2","message control","message control","s013","msg_share","msg_share_17","7"
"study1_pilot2","message control","message control","s029","msg_share","msg_share_17","6"
"study1_pilot2","message control","message control","s050","msg_share","msg_share_17","1"
"study1_pilot2","message control","message control","s069","msg_share","msg_share_17","1"
"study1_pilot2","message control","message control","s125","msg_share","msg_share_17","7"
"study1_pilot2","message control","message control","s183","msg_share","msg_share_17","6"
"study1_pilot2","message control","message control","s201","msg_share","msg_share_17","5"
"study1_pilot2","message control","message control","s013","msg_share","msg_share_18","6"
"study1_pilot2","message control","message control","s014","msg_share","msg_share_18","6"
"study1_pilot2","message control","message control","s015","msg_share","msg_share_18","5"
"study1_pilot2","message control","message control","s023","msg_share","msg_share_18","7"
"study1_pilot2","message control","message control","s050","msg_share","msg_share_18","1"
"study1_pilot2","message control","message control","s056","msg_share","msg_share_18","2"
"study1_pilot2","message control","message control","s074","msg_share","msg_share_18","4"
"study1_pilot2","message control","message control","s124","msg_share","msg_share_18","3"
"study1_pilot2","message control","message control","s181","msg_share","msg_share_18","5"
"study1_pilot2","message control","message control","s230","msg_share","msg_share_18","1"
"study1_pilot2","message control","message control","s073","msg_share","msg_share_20","1"
"study1_pilot2","message control","message control","s074","msg_share","msg_share_20","4"
"study1_pilot2","message control","message control","s092","msg_share","msg_share_20","4"
"study1_pilot2","message control","message control","s112","msg_share","msg_share_20","7"
"study1_pilot2","message control","message control","s149","msg_share","msg_share_20","7"
"study1_pilot2","message control","message control","s209","msg_share","msg_share_20","1"
"study1_pilot2","message control","message control","s230","msg_share","msg_share_20","1"
"study1_pilot2","message control","message control","s002","msg_share","msg_share_23","2"
"study1_pilot2","message control","message control","s004","msg_share","msg_share_23","2"
"study1_pilot2","message control","message control","s007","msg_share","msg_share_23","4"
"study1_pilot2","message control","message control","s015","msg_share","msg_share_23","4"
"study1_pilot2","message control","message control","s023","msg_share","msg_share_23","5"
"study1_pilot2","message control","message control","s035","msg_share","msg_share_23","7"
"study1_pilot2","message control","message control","s057","msg_share","msg_share_23","6"
"study1_pilot2","message control","message control","s087","msg_share","msg_share_23","6"
"study1_pilot2","message control","message control","s149","msg_share","msg_share_23","7"
"study1_pilot2","message control","message control","s201","msg_share","msg_share_23","6"
"study1_pilot2","message control","message control","s002","msg_share","msg_share_24","2"
"study1_pilot2","message control","message control","s007","msg_share","msg_share_24","2"
"study1_pilot2","message control","message control","s029","msg_share","msg_share_24","6"
"study1_pilot2","message control","message control","s035","msg_share","msg_share_24","7"
"study1_pilot2","message control","message control","s057","msg_share","msg_share_24","5"
"study1_pilot2","message control","message control","s076","msg_share","msg_share_24","6"
"study1_pilot2","message control","message control","s077","msg_share","msg_share_24","7"
"study1_pilot2","message control","message control","s087","msg_share","msg_share_24","5"
"study1_pilot2","message control","message control","s112","msg_share","msg_share_24","7"
"study1_pilot2","message control","message control","s126","msg_share","msg_share_24","3"
"study1_pilot2","message control","message control","s149","msg_share","msg_share_24","7"
"study1_pilot2","message control","message control","s177","msg_share","msg_share_24","5"
"study1_pilot2","message control","message control","s201","msg_share","msg_share_24","2"
"study1_pilot2","message control","message control","s230","msg_share","msg_share_24","2"
"study1_pilot2","message control","message control","s007","msg_share","msg_share_25","6"
"study1_pilot2","message control","message control","s014","msg_share","msg_share_25","6"
"study1_pilot2","message control","message control","s073","msg_share","msg_share_25","4"
"study1_pilot2","message control","message control","s077","msg_share","msg_share_25","7"
"study1_pilot2","message control","message control","s092","msg_share","msg_share_25","7"
"study1_pilot2","message control","message control","s124","msg_share","msg_share_25","2"
"study1_pilot2","message control","message control","s125","msg_share","msg_share_25","7"
"study1_pilot2","message control","message control","s126","msg_share","msg_share_25","5"
"study1_pilot2","message control","message control","s181","msg_share","msg_share_25","4"
"study1_pilot2","message control","message control","s002","msg_share","msg_share_31","2"
"study1_pilot2","message control","message control","s004","msg_share","msg_share_31","2"
"study1_pilot2","message control","message control","s023","msg_share","msg_share_31","7"
"study1_pilot2","message control","message control","s029","msg_share","msg_share_31","6"
"study1_pilot2","message control","message control","s035","msg_share","msg_share_31","7"
"study1_pilot2","message control","message control","s056","msg_share","msg_share_31","6"
"study1_pilot2","message control","message control","s057","msg_share","msg_share_31","7"
"study1_pilot2","message control","message control","s087","msg_share","msg_share_31","7"
"study1_pilot2","message control","message control","s112","msg_share","msg_share_31","7"
"study1_pilot2","message control","message control","s124","msg_share","msg_share_31","3"
"study1_pilot2","message control","message control","s125","msg_share","msg_share_31","7"
"study1_pilot2","message control","message control","s177","msg_share","msg_share_31","7"
"study1_pilot2","message control","message control","s181","msg_share","msg_share_31","4"
"study1_pilot2","message control","message control","s007","msg_share","msg_share_32","7"
"study1_pilot2","message control","message control","s014","msg_share","msg_share_32","6"
"study1_pilot2","message control","message control","s073","msg_share","msg_share_32","1"
"study1_pilot2","message control","message control","s076","msg_share","msg_share_32","3"
"study1_pilot2","message control","message control","s077","msg_share","msg_share_32","7"
"study1_pilot2","message control","message control","s126","msg_share","msg_share_32","5"
"study1_pilot2","message control","message control","s183","msg_share","msg_share_32","5"
"study1_pilot2","message control","message control","s209","msg_share","msg_share_32","1"
"study1_pilot2","controlling","controlling","s047","msg_rel_self","msg_rel_self_06","7"
"study1_pilot2","controlling","controlling","s048","msg_rel_self","msg_rel_self_06","5"
"study1_pilot2","controlling","controlling","s053","msg_rel_self","msg_rel_self_06","5"
"study1_pilot2","controlling","controlling","s096","msg_rel_self","msg_rel_self_06","7"
"study1_pilot2","controlling","controlling","s103","msg_rel_self","msg_rel_self_06","5"
"study1_pilot2","controlling","controlling","s110","msg_rel_self","msg_rel_self_06","6"
"study1_pilot2","controlling","controlling","s150","msg_rel_self","msg_rel_self_06","5"
"study1_pilot2","controlling","controlling","s156","msg_rel_self","msg_rel_self_06","5"
"study1_pilot2","controlling","controlling","s188","msg_rel_self","msg_rel_self_06","5"
"study1_pilot2","controlling","controlling","s218","msg_rel_self","msg_rel_self_06","6"
"study1_pilot2","controlling","controlling","s048","msg_rel_self","msg_rel_self_07","5"
"study1_pilot2","controlling","controlling","s062","msg_rel_self","msg_rel_self_07","4"
"study1_pilot2","controlling","controlling","s066","msg_rel_self","msg_rel_self_07","7"
"study1_pilot2","controlling","controlling","s079","msg_rel_self","msg_rel_self_07","6"
"study1_pilot2","controlling","controlling","s095","msg_rel_self","msg_rel_self_07","6"
"study1_pilot2","controlling","controlling","s184","msg_rel_self","msg_rel_self_07","6"
"study1_pilot2","controlling","controlling","s206","msg_rel_self","msg_rel_self_07","5"
"study1_pilot2","controlling","controlling","s025","msg_rel_self","msg_rel_self_08","6"
"study1_pilot2","controlling","controlling","s039","msg_rel_self","msg_rel_self_08","7"
"study1_pilot2","controlling","controlling","s053","msg_rel_self","msg_rel_self_08","7"
"study1_pilot2","controlling","controlling","s096","msg_rel_self","msg_rel_self_08","6"
"study1_pilot2","controlling","controlling","s145","msg_rel_self","msg_rel_self_08","6"
"study1_pilot2","controlling","controlling","s163","msg_rel_self","msg_rel_self_08","7"
"study1_pilot2","controlling","controlling","s184","msg_rel_self","msg_rel_self_08","6"
"study1_pilot2","controlling","controlling","s191","msg_rel_self","msg_rel_self_08","6"
"study1_pilot2","controlling","controlling","s218","msg_rel_self","msg_rel_self_08","6"
"study1_pilot2","controlling","controlling","s047","msg_rel_self","msg_rel_self_09","7"
"study1_pilot2","controlling","controlling","s063","msg_rel_self","msg_rel_self_09","4"
"study1_pilot2","controlling","controlling","s079","msg_rel_self","msg_rel_self_09","6"
"study1_pilot2","controlling","controlling","s095","msg_rel_self","msg_rel_self_09","6"
"study1_pilot2","controlling","controlling","s097","msg_rel_self","msg_rel_self_09","7"
"study1_pilot2","controlling","controlling","s150","msg_rel_self","msg_rel_self_09","7"
"study1_pilot2","controlling","controlling","s188","msg_rel_self","msg_rel_self_09","6"
"study1_pilot2","controlling","controlling","s222","msg_rel_self","msg_rel_self_09","4"
"study1_pilot2","controlling","controlling","s047","msg_rel_self","msg_rel_self_10","7"
"study1_pilot2","controlling","controlling","s053","msg_rel_self","msg_rel_self_10","5"
"study1_pilot2","controlling","controlling","s063","msg_rel_self","msg_rel_self_10","7"
"study1_pilot2","controlling","controlling","s095","msg_rel_self","msg_rel_self_10","7"
"study1_pilot2","controlling","controlling","s150","msg_rel_self","msg_rel_self_10","6"
"study1_pilot2","controlling","controlling","s156","msg_rel_self","msg_rel_self_10","5"
"study1_pilot2","controlling","controlling","s191","msg_rel_self","msg_rel_self_10","4"
"study1_pilot2","controlling","controlling","s222","msg_rel_self","msg_rel_self_10","6"
"study1_pilot2","controlling","controlling","s047","msg_rel_self","msg_rel_self_12","7"
"study1_pilot2","controlling","controlling","s053","msg_rel_self","msg_rel_self_12","7"
"study1_pilot2","controlling","controlling","s063","msg_rel_self","msg_rel_self_12","5"
"study1_pilot2","controlling","controlling","s079","msg_rel_self","msg_rel_self_12","5"
"study1_pilot2","controlling","controlling","s096","msg_rel_self","msg_rel_self_12","7"
"study1_pilot2","controlling","controlling","s110","msg_rel_self","msg_rel_self_12","5"
"study1_pilot2","controlling","controlling","s163","msg_rel_self","msg_rel_self_12","6"
"study1_pilot2","controlling","controlling","s184","msg_rel_self","msg_rel_self_12","7"
"study1_pilot2","controlling","controlling","s191","msg_rel_self","msg_rel_self_12","7"
"study1_pilot2","controlling","controlling","s222","msg_rel_self","msg_rel_self_12","5"
"study1_pilot2","controlling","controlling","s047","msg_rel_self","msg_rel_self_15","7"
"study1_pilot2","controlling","controlling","s048","msg_rel_self","msg_rel_self_15","6"
"study1_pilot2","controlling","controlling","s097","msg_rel_self","msg_rel_self_15","7"
"study1_pilot2","controlling","controlling","s145","msg_rel_self","msg_rel_self_15","7"
"study1_pilot2","controlling","controlling","s184","msg_rel_self","msg_rel_self_15","7"
"study1_pilot2","controlling","controlling","s191","msg_rel_self","msg_rel_self_15","7"
"study1_pilot2","controlling","controlling","s206","msg_rel_self","msg_rel_self_15","6"
"study1_pilot2","controlling","controlling","s025","msg_rel_self","msg_rel_self_17","6"
"study1_pilot2","controlling","controlling","s039","msg_rel_self","msg_rel_self_17","7"
"study1_pilot2","controlling","controlling","s095","msg_rel_self","msg_rel_self_17","7"
"study1_pilot2","controlling","controlling","s097","msg_rel_self","msg_rel_self_17","7"
"study1_pilot2","controlling","controlling","s103","msg_rel_self","msg_rel_self_17","5"
"study1_pilot2","controlling","controlling","s187","msg_rel_self","msg_rel_self_17","6"
"study1_pilot2","controlling","controlling","s188","msg_rel_self","msg_rel_self_17","6"
"study1_pilot2","controlling","controlling","s206","msg_rel_self","msg_rel_self_17","6"
"study1_pilot2","controlling","controlling","s025","msg_rel_self","msg_rel_self_18","7"
"study1_pilot2","controlling","controlling","s039","msg_rel_self","msg_rel_self_18","7"
"study1_pilot2","controlling","controlling","s066","msg_rel_self","msg_rel_self_18","6"
"study1_pilot2","controlling","controlling","s110","msg_rel_self","msg_rel_self_18","7"
"study1_pilot2","controlling","controlling","s156","msg_rel_self","msg_rel_self_18","5"
"study1_pilot2","controlling","controlling","s187","msg_rel_self","msg_rel_self_18","6"
"study1_pilot2","controlling","controlling","s191","msg_rel_self","msg_rel_self_18","5"
"study1_pilot2","controlling","controlling","s218","msg_rel_self","msg_rel_self_18","6"
"study1_pilot2","controlling","controlling","s025","msg_rel_self","msg_rel_self_20","6"
"study1_pilot2","controlling","controlling","s039","msg_rel_self","msg_rel_self_20","7"
"study1_pilot2","controlling","controlling","s066","msg_rel_self","msg_rel_self_20","7"
"study1_pilot2","controlling","controlling","s145","msg_rel_self","msg_rel_self_20","5"
"study1_pilot2","controlling","controlling","s184","msg_rel_self","msg_rel_self_20","6"
"study1_pilot2","controlling","controlling","s188","msg_rel_self","msg_rel_self_20","6"
"study1_pilot2","controlling","controlling","s222","msg_rel_self","msg_rel_self_20","5"
"study1_pilot2","controlling","controlling","s062","msg_rel_self","msg_rel_self_23","5"
"study1_pilot2","controlling","controlling","s063","msg_rel_self","msg_rel_self_23","1"
"study1_pilot2","controlling","controlling","s097","msg_rel_self","msg_rel_self_23","7"
"study1_pilot2","controlling","controlling","s103","msg_rel_self","msg_rel_self_23","5"
"study1_pilot2","controlling","controlling","s145","msg_rel_self","msg_rel_self_23","6"
"study1_pilot2","controlling","controlling","s150","msg_rel_self","msg_rel_self_23","6"
"study1_pilot2","controlling","controlling","s156","msg_rel_self","msg_rel_self_23","5"
"study1_pilot2","controlling","controlling","s188","msg_rel_self","msg_rel_self_23","6"
"study1_pilot2","controlling","controlling","s218","msg_rel_self","msg_rel_self_23","5"
"study1_pilot2","controlling","controlling","s048","msg_rel_self","msg_rel_self_24","5"
"study1_pilot2","controlling","controlling","s062","msg_rel_self","msg_rel_self_24","6"
"study1_pilot2","controlling","controlling","s066","msg_rel_self","msg_rel_self_24","7"
"study1_pilot2","controlling","controlling","s095","msg_rel_self","msg_rel_self_24","6"
"study1_pilot2","controlling","controlling","s096","msg_rel_self","msg_rel_self_24","7"
"study1_pilot2","controlling","controlling","s103","msg_rel_self","msg_rel_self_24","5"
"study1_pilot2","controlling","controlling","s163","msg_rel_self","msg_rel_self_24","6"
"study1_pilot2","controlling","controlling","s187","msg_rel_self","msg_rel_self_24","6"
"study1_pilot2","controlling","controlling","s206","msg_rel_self","msg_rel_self_24","5"
"study1_pilot2","controlling","controlling","s062","msg_rel_self","msg_rel_self_25","6"
"study1_pilot2","controlling","controlling","s063","msg_rel_self","msg_rel_self_25","5"
"study1_pilot2","controlling","controlling","s079","msg_rel_self","msg_rel_self_25","5"
"study1_pilot2","controlling","controlling","s097","msg_rel_self","msg_rel_self_25","6"
"study1_pilot2","controlling","controlling","s145","msg_rel_self","msg_rel_self_25","7"
"study1_pilot2","controlling","controlling","s150","msg_rel_self","msg_rel_self_25","6"
"study1_pilot2","controlling","controlling","s163","msg_rel_self","msg_rel_self_25","7"
"study1_pilot2","controlling","controlling","s218","msg_rel_self","msg_rel_self_25","6"
"study1_pilot2","controlling","controlling","s048","msg_rel_self","msg_rel_self_32","5"
"study1_pilot2","controlling","controlling","s053","msg_rel_self","msg_rel_self_32","7"
"study1_pilot2","controlling","controlling","s062","msg_rel_self","msg_rel_self_32","5"
"study1_pilot2","controlling","controlling","s079","msg_rel_self","msg_rel_self_32","6"
"study1_pilot2","controlling","controlling","s096","msg_rel_self","msg_rel_self_32","7"
"study1_pilot2","controlling","controlling","s110","msg_rel_self","msg_rel_self_32","5"
"study1_pilot2","controlling","controlling","s163","msg_rel_self","msg_rel_self_32","7"
"study1_pilot2","controlling","controlling","s187","msg_rel_self","msg_rel_self_32","6"
"study1_pilot2","controlling","controlling","s222","msg_rel_self","msg_rel_self_32","6"
"study1_pilot2","controlling","controlling","s047","msg_rel_social","msg_rel_social_06","7"
"study1_pilot2","controlling","controlling","s048","msg_rel_social","msg_rel_social_06","5"
"study1_pilot2","controlling","controlling","s053","msg_rel_social","msg_rel_social_06","6"
"study1_pilot2","controlling","controlling","s096","msg_rel_social","msg_rel_social_06","7"
"study1_pilot2","controlling","controlling","s103","msg_rel_social","msg_rel_social_06","5"
"study1_pilot2","controlling","controlling","s110","msg_rel_social","msg_rel_social_06","6"
"study1_pilot2","controlling","controlling","s150","msg_rel_social","msg_rel_social_06","6"
"study1_pilot2","controlling","controlling","s156","msg_rel_social","msg_rel_social_06","5"
"study1_pilot2","controlling","controlling","s188","msg_rel_social","msg_rel_social_06","5"
"study1_pilot2","controlling","controlling","s218","msg_rel_social","msg_rel_social_06","6"
"study1_pilot2","controlling","controlling","s048","msg_rel_social","msg_rel_social_07","5"
"study1_pilot2","controlling","controlling","s062","msg_rel_social","msg_rel_social_07","6"
