"ResponseId","item","scale_name","value"
"R_eD18AZxSDH18v73","37","msg_rel_social","6.9"
"R_2uQBHJ3lwuk2LaU","37","msg_rel_social","10"
"R_5drLHSeq3Cklu1j","37","msg_rel_social","1.9"
"R_eD18AZxSDH18v73","37","msg_share","0.7"
"R_2uQBHJ3lwuk2LaU","37","msg_share","10"
"R_5drLHSeq3Cklu1j","37","msg_share","0.3"
"R_1lzP3YCkgKcoN75","38","msg_rel_self","4.7"
"R_ptRcC4k7rq7eFEd","38","msg_rel_self","1.5"
"R_3HAnseb3CpXeuHb","38","msg_rel_self","0"
"R_6ldUJP0NxvlTWoN","38","msg_rel_self","6.8"
"R_2xFrj0K4tUP8LJH","38","msg_rel_self","9.3"
"R_1lzP3YCkgKcoN75","38","msg_rel_social","4.4"
"R_ptRcC4k7rq7eFEd","38","msg_rel_social","1.8"
"R_3HAnseb3CpXeuHb","38","msg_rel_social","10"
"R_6ldUJP0NxvlTWoN","38","msg_rel_social","7.9"
"R_2xFrj0K4tUP8LJH","38","msg_rel_social","9.3"
"R_1lzP3YCkgKcoN75","38","msg_share","0"
"R_ptRcC4k7rq7eFEd","38","msg_share","1.3"
"R_3HAnseb3CpXeuHb","38","msg_share","4.8"
"R_6ldUJP0NxvlTWoN","38","msg_share","8.2"
"R_2xFrj0K4tUP8LJH","38","msg_share","9.4"
"R_4P0hv2yZsiducBr","39","msg_rel_self","1.5"
"R_eD18AZxSDH18v73","39","msg_rel_self","0"
"R_4P0hv2yZsiducBr","39","msg_rel_social","4.1"
"R_eD18AZxSDH18v73","39","msg_rel_social","8.1"
"R_4P0hv2yZsiducBr","39","msg_share","0"
"R_eD18AZxSDH18v73","39","msg_share","0"
"R_30qPGw6tWsJdEI7","40","msg_rel_self","2.2"
"R_2wjbcllviPLOPGK","40","msg_rel_self","0"
"R_30qPGw6tWsJdEI7","40","msg_rel_social","3.4"
"R_2wjbcllviPLOPGK","40","msg_rel_social","5"
"R_30qPGw6tWsJdEI7","40","msg_share","0"
"R_2wjbcllviPLOPGK","40","msg_share","0"
"R_2abJWHUfuYdskt5","41","msg_rel_self","2.9"
"R_1lzP3YCkgKcoN75","41","msg_rel_self","0"
"R_2R4Hqcuoxj1lcUm","41","msg_rel_self","4.4"
"R_u9pCwS3EukTIE2R","41","msg_rel_self","10"
"R_3pqZjBpz2C41KHg","41","msg_rel_self","7.7"
"R_BXpLHr47yRhAgs9","41","msg_rel_self","10"
"R_2abJWHUfuYdskt5","41","msg_rel_social","3"
"R_1lzP3YCkgKcoN75","41","msg_rel_social","0.9"
"R_2R4Hqcuoxj1lcUm","41","msg_rel_social","7.4"
"R_u9pCwS3EukTIE2R","41","msg_rel_social","10"
"R_3pqZjBpz2C41KHg","41","msg_rel_social","7"
"R_BXpLHr47yRhAgs9","41","msg_rel_social","10"
"R_2abJWHUfuYdskt5","41","msg_share","1.8"
"R_1lzP3YCkgKcoN75","41","msg_share","0"
"R_2R4Hqcuoxj1lcUm","41","msg_share","2.2"
"R_u9pCwS3EukTIE2R","41","msg_share","10"
"R_3pqZjBpz2C41KHg","41","msg_share","8.9"
"R_BXpLHr47yRhAgs9","41","msg_share","10"
"R_6ldUJP0NxvlTWoN","42","msg_rel_self","5.5"
"R_3g0LnJE8pmiieSt","42","msg_rel_self","4.2"
"R_3rZm4LQ30JhOEuZ","42","msg_rel_self","0"
"R_6ldUJP0NxvlTWoN","42","msg_rel_social","8"
"R_3g0LnJE8pmiieSt","42","msg_rel_social","8.8"
"R_3rZm4LQ30JhOEuZ","42","msg_rel_social","2.5"
"R_6ldUJP0NxvlTWoN","42","msg_share","5.2"
"R_3g0LnJE8pmiieSt","42","msg_share","5.6"
"R_3rZm4LQ30JhOEuZ","42","msg_share","0"
"R_1IkNyQpcEIAXqxj","43","msg_rel_self","4.8"
"R_1IkNyQpcEIAXqxj","43","msg_rel_social","8.7"
"R_1IkNyQpcEIAXqxj","43","msg_share","5.3"
"R_e3EnJqr7BG8HmCJ","44","msg_rel_self","0"
"R_2WOO3Cy0WzELc48","44","msg_rel_self","0"
"R_30qPGw6tWsJdEI7","44","msg_rel_self","0"
"R_2wjbcllviPLOPGK","44","msg_rel_self","0"
"R_e3EnJqr7BG8HmCJ","44","msg_rel_social","1.4"
"R_2WOO3Cy0WzELc48","44","msg_rel_social","1.2"
"R_30qPGw6tWsJdEI7","44","msg_rel_social","1.7"
"R_2wjbcllviPLOPGK","44","msg_rel_social","4.3"
"R_e3EnJqr7BG8HmCJ","44","msg_share","0"
"R_2WOO3Cy0WzELc48","44","msg_share","0"
"R_30qPGw6tWsJdEI7","44","msg_share","0"
"R_2wjbcllviPLOPGK","44","msg_share","0"
"R_2WOO3Cy0WzELc48","45","msg_rel_self","5"
"R_vif9GNKvLL4rqG5","45","msg_rel_self","7.3"
"R_11aXtkeWdhold36","45","msg_rel_self","5.5"
"R_1lzP3YCkgKcoN75","45","msg_rel_self","0"
"R_1MQ9zMtUQl6XeaL","45","msg_rel_self","7.5"
"R_u9pCwS3EukTIE2R","45","msg_rel_self","4.5"
"R_3Hh5jHoTdwDBOWp","45","msg_rel_self","0"
"R_6ldUJP0NxvlTWoN","45","msg_rel_self","6.4"
"R_2WOO3Cy0WzELc48","45","msg_rel_social","2.3"
"R_vif9GNKvLL4rqG5","45","msg_rel_social","8.8"
"R_11aXtkeWdhold36","45","msg_rel_social","6"
"R_1lzP3YCkgKcoN75","45","msg_rel_social","1"
"R_1MQ9zMtUQl6XeaL","45","msg_rel_social","0"
"R_u9pCwS3EukTIE2R","45","msg_rel_social","4.4"
"R_3Hh5jHoTdwDBOWp","45","msg_rel_social","5.7"
"R_6ldUJP0NxvlTWoN","45","msg_rel_social","8.1"
"R_2WOO3Cy0WzELc48","45","msg_share","0"
"R_vif9GNKvLL4rqG5","45","msg_share","8.3"
"R_11aXtkeWdhold36","45","msg_share","1.7"
"R_1lzP3YCkgKcoN75","45","msg_share","0"
"R_1MQ9zMtUQl6XeaL","45","msg_share","3.3"
"R_u9pCwS3EukTIE2R","45","msg_share","0"
"R_3Hh5jHoTdwDBOWp","45","msg_share","2.6"
"R_6ldUJP0NxvlTWoN","45","msg_share","8.3"
"R_12QDFjKTL2B6vyR","46","msg_rel_self","0.4"
"R_eD18AZxSDH18v73","46","msg_rel_self","7.2"
"R_12QDFjKTL2B6vyR","46","msg_rel_social","1.6"
"R_eD18AZxSDH18v73","46","msg_rel_social","7.2"
"R_12QDFjKTL2B6vyR","46","msg_share","0"
"R_eD18AZxSDH18v73","46","msg_share","4.5"
"R_3iOs9vyySUhV6eA","47","msg_rel_self","2.9"
"R_1IkNyQpcEIAXqxj","47","msg_rel_self","1.8"
"R_3iOs9vyySUhV6eA","47","msg_rel_social","6.5"
"R_1IkNyQpcEIAXqxj","47","msg_rel_social","6.4"
"R_3iOs9vyySUhV6eA","47","msg_share","6"
"R_1IkNyQpcEIAXqxj","47","msg_share","1.9"
"R_2uQBHJ3lwuk2LaU","48","msg_rel_self","10"
"R_1IkNyQpcEIAXqxj","48","msg_rel_self","2.6"
"R_2uQBHJ3lwuk2LaU","48","msg_rel_social","9.9"
"R_1IkNyQpcEIAXqxj","48","msg_rel_social","7.1"
"R_2uQBHJ3lwuk2LaU","48","msg_share","10"
"R_1IkNyQpcEIAXqxj","48","msg_share","2.3"
"R_eD18AZxSDH18v73","49","msg_rel_self","0.6"
"R_1giQU8GxhPD090O","49","msg_rel_self","4.8"
"R_3HAnseb3CpXeuHb","49","msg_rel_self","3.9"
"R_3rZm4LQ30JhOEuZ","49","msg_rel_self","0"
"R_eD18AZxSDH18v73","49","msg_rel_social","7.3"
"R_1giQU8GxhPD090O","49","msg_rel_social","4.9"
"R_3HAnseb3CpXeuHb","49","msg_rel_social","10"
"R_3rZm4LQ30JhOEuZ","49","msg_rel_social","5.3"
"R_eD18AZxSDH18v73","49","msg_share","1.9"
"R_1giQU8GxhPD090O","49","msg_share","3.7"
"R_3HAnseb3CpXeuHb","49","msg_share","2.6"
"R_3rZm4LQ30JhOEuZ","49","msg_share","2.4"
"R_2abJWHUfuYdskt5","50","msg_rel_self","0"
"R_11aXtkeWdhold36","50","msg_rel_self","0.9"
"R_1lzP3YCkgKcoN75","50","msg_rel_self","0"
"R_2fxI6LV7kY69PoE","50","msg_rel_self","10"
"R_3dw4nj9kl66X49r","50","msg_rel_self","0"
"R_2abJWHUfuYdskt5","50","msg_rel_social","4.1"
"R_11aXtkeWdhold36","50","msg_rel_social","1.5"
"R_1lzP3YCkgKcoN75","50","msg_rel_social","0.8"
"R_2fxI6LV7kY69PoE","50","msg_rel_social","10"
"R_3dw4nj9kl66X49r","50","msg_rel_social","0"
"R_2abJWHUfuYdskt5","50","msg_share","0"
"R_11aXtkeWdhold36","50","msg_share","1"
"R_1lzP3YCkgKcoN75","50","msg_share","0"
"R_2fxI6LV7kY69PoE","50","msg_share","10"
"R_3dw4nj9kl66X49r","50","msg_share","0"
"R_e3EnJqr7BG8HmCJ","51","msg_rel_self","4"
"R_2f0pGoCf2AiLN7B","51","msg_rel_self","4.9"
"R_1TwJi8euFt64rgR","51","msg_rel_self","0"
"R_3Hh5jHoTdwDBOWp","51","msg_rel_self","0.3"
"R_e3EnJqr7BG8HmCJ","51","msg_rel_social","5"
"R_2f0pGoCf2AiLN7B","51","msg_rel_social","5.1"
"R_1TwJi8euFt64rgR","51","msg_rel_social","0"
"R_3Hh5jHoTdwDBOWp","51","msg_rel_social","2.3"
"R_e3EnJqr7BG8HmCJ","51","msg_share","1"
"R_2f0pGoCf2AiLN7B","51","msg_share","0"
"R_1TwJi8euFt64rgR","51","msg_share","0"
"R_3Hh5jHoTdwDBOWp","51","msg_share","0.3"
"R_3HAnseb3CpXeuHb","52","msg_rel_self","10"
"R_3HAnseb3CpXeuHb","52","msg_rel_social","7.9"
"R_3HAnseb3CpXeuHb","52","msg_share","0"
"R_u9pCwS3EukTIE2R","53","msg_rel_self","0"
"R_u9pCwS3EukTIE2R","53","msg_rel_social","1.6"
"R_u9pCwS3EukTIE2R","53","msg_share","0"
"R_2abJWHUfuYdskt5","54","msg_rel_self","6.5"
"R_2uQBHJ3lwuk2LaU","54","msg_rel_self","10"
"R_1giQU8GxhPD090O","54","msg_rel_self","8.5"
"R_2abJWHUfuYdskt5","54","msg_rel_social","8.7"
"R_2uQBHJ3lwuk2LaU","54","msg_rel_social","8.1"
"R_1giQU8GxhPD090O","54","msg_rel_social","8.5"
"R_2abJWHUfuYdskt5","54","msg_share","7.5"
"R_2uQBHJ3lwuk2LaU","54","msg_share","8.6"
"R_1giQU8GxhPD090O","54","msg_share","8.5"
"R_2abJWHUfuYdskt5","55","msg_rel_self","0.1"
"R_1P1uOCKQDVjx0Sp","55","msg_rel_self","0"
"R_2fxI6LV7kY69PoE","55","msg_rel_self","10"
"R_2wjbcllviPLOPGK","55","msg_rel_self","0"
"R_2EtWB6u5BErpFQp","55","msg_rel_self","3.9"
"R_2abJWHUfuYdskt5","55","msg_rel_social","2.2"
"R_1P1uOCKQDVjx0Sp","55","msg_rel_social","7.5"
"R_2fxI6LV7kY69PoE","55","msg_rel_social","5.1"
"R_2wjbcllviPLOPGK","55","msg_rel_social","5"
"R_2EtWB6u5BErpFQp","55","msg_rel_social","3"
"R_2abJWHUfuYdskt5","55","msg_share","0"
"R_1P1uOCKQDVjx0Sp","55","msg_share","0"
"R_2fxI6LV7kY69PoE","55","msg_share","10"
"R_2wjbcllviPLOPGK","55","msg_share","0"
"R_2EtWB6u5BErpFQp","55","msg_share","0"
"R_2abJWHUfuYdskt5","56","msg_rel_self","7.1"
"R_11aXtkeWdhold36","56","msg_rel_self","8.6"
"R_30qPGw6tWsJdEI7","56","msg_rel_self","0"
"R_ptRcC4k7rq7eFEd","56","msg_rel_self","1.1"
"R_2abJWHUfuYdskt5","56","msg_rel_social","7.7"
"R_11aXtkeWdhold36","56","msg_rel_social","8.2"
"R_30qPGw6tWsJdEI7","56","msg_rel_social","0"
"R_ptRcC4k7rq7eFEd","56","msg_rel_social","2.3"
"R_2abJWHUfuYdskt5","56","msg_share","8.4"
"R_11aXtkeWdhold36","56","msg_share","5.3"
"R_30qPGw6tWsJdEI7","56","msg_share","0"
"R_ptRcC4k7rq7eFEd","56","msg_share","1.8"
"R_2abJWHUfuYdskt5","57","msg_rel_self","0"
"R_12QDFjKTL2B6vyR","57","msg_rel_self","7"
"R_1lzP3YCkgKcoN75","57","msg_rel_self","0"
"R_2b1YaXGwhANoapa","57","msg_rel_self","9.5"
"R_3g0LnJE8pmiieSt","57","msg_rel_self","5.1"
"R_2abJWHUfuYdskt5","57","msg_rel_social","0"
"R_12QDFjKTL2B6vyR","57","msg_rel_social","7.1"
"R_1lzP3YCkgKcoN75","57","msg_rel_social","0"
"R_2b1YaXGwhANoapa","57","msg_rel_social","9.6"
"R_3g0LnJE8pmiieSt","57","msg_rel_social","7.4"
"R_2abJWHUfuYdskt5","57","msg_share","0"
"R_12QDFjKTL2B6vyR","57","msg_share","3.8"
"R_1lzP3YCkgKcoN75","57","msg_share","0"
"R_2b1YaXGwhANoapa","57","msg_share","9.6"
"R_3g0LnJE8pmiieSt","57","msg_share","2.2"
"R_1TwJi8euFt64rgR","58","msg_rel_self","1.9"
"R_1TwJi8euFt64rgR","58","msg_rel_social","4.7"
"R_1TwJi8euFt64rgR","58","msg_share","1.2"
"R_12QDFjKTL2B6vyR","59","msg_rel_self","0.5"
"R_eD18AZxSDH18v73","59","msg_rel_self","0.1"
"R_2WOO3Cy0WzELc48","59","msg_rel_self","0"
"R_30qPGw6tWsJdEI7","59","msg_rel_self","0"
"R_12QDFjKTL2B6vyR","59","msg_rel_social","4.8"
"R_eD18AZxSDH18v73","59","msg_rel_social","1.3"
"R_2WOO3Cy0WzELc48","59","msg_rel_social","0.7"
"R_30qPGw6tWsJdEI7","59","msg_rel_social","1.8"
"R_12QDFjKTL2B6vyR","59","msg_share","0"
"R_eD18AZxSDH18v73","59","msg_share","0"
"R_2WOO3Cy0WzELc48","59","msg_share","0"
"R_30qPGw6tWsJdEI7","59","msg_share","0"
"R_22y4f9uzZ20tgUx","60","msg_rel_self","8.6"
"R_3rZm4LQ30JhOEuZ","60","msg_rel_self","10"
"R_22y4f9uzZ20tgUx","60","msg_rel_social","8.6"
"R_3rZm4LQ30JhOEuZ","60","msg_rel_social","5.9"
"R_22y4f9uzZ20tgUx","60","msg_share","9.3"
"R_3rZm4LQ30JhOEuZ","60","msg_share","4.5"
"R_4P0hv2yZsiducBr","61","msg_rel_self","5.2"
"R_3Mm96GRiBVS4wlw","61","msg_rel_self","0"
"R_2b1YaXGwhANoapa","61","msg_rel_self","6.2"
"R_3rZm4LQ30JhOEuZ","61","msg_rel_self","0"
"R_4P0hv2yZsiducBr","61","msg_rel_social","8.1"
"R_3Mm96GRiBVS4wlw","61","msg_rel_social","2.7"
"R_2b1YaXGwhANoapa","61","msg_rel_social","9.6"
"R_3rZm4LQ30JhOEuZ","61","msg_rel_social","4.7"
"R_4P0hv2yZsiducBr","61","msg_share","0"
"R_3Mm96GRiBVS4wlw","61","msg_share","0"
"R_2b1YaXGwhANoapa","61","msg_share","9.7"
"R_3rZm4LQ30JhOEuZ","61","msg_share","0"
"R_4P0hv2yZsiducBr","62","msg_rel_self","0"
"R_2fxI6LV7kY69PoE","62","msg_rel_self","0"
"R_3Mm96GRiBVS4wlw","62","msg_rel_self","8.1"
"R_3g0LnJE8pmiieSt","62","msg_rel_self","1.1"
"R_4P0hv2yZsiducBr","62","msg_rel_social","2.5"
"R_2fxI6LV7kY69PoE","62","msg_rel_social","1.9"
"R_3Mm96GRiBVS4wlw","62","msg_rel_social","2.2"
"R_3g0LnJE8pmiieSt","62","msg_rel_social","0.9"
"R_4P0hv2yZsiducBr","62","msg_share","0"
"R_2fxI6LV7kY69PoE","62","msg_share","0.3"
"R_3Mm96GRiBVS4wlw","62","msg_share","1.1"
"R_3g0LnJE8pmiieSt","62","msg_share","0.4"
"R_4P0hv2yZsiducBr","63","msg_rel_self","0"
"R_1TwJi8euFt64rgR","63","msg_rel_self","0"
"R_4P0hv2yZsiducBr","63","msg_rel_social","5.2"
"R_1TwJi8euFt64rgR","63","msg_rel_social","5"
"R_4P0hv2yZsiducBr","63","msg_share","0"
"R_1TwJi8euFt64rgR","63","msg_share","0"
"R_11aXtkeWdhold36","64","msg_rel_self","7.5"
"R_11aXtkeWdhold36","64","msg_rel_social","7.2"
"R_11aXtkeWdhold36","64","msg_share","2.3"
"R_2WOO3Cy0WzELc48","65","msg_rel_self","0"
"R_1P1uOCKQDVjx0Sp","65","msg_rel_self","1.4"
"R_2WOO3Cy0WzELc48","65","msg_rel_social","1.1"
"R_1P1uOCKQDVjx0Sp","65","msg_rel_social","4.4"
"R_2WOO3Cy0WzELc48","65","msg_share","0"
"R_1P1uOCKQDVjx0Sp","65","msg_share","0.7"
"R_2f0pGoCf2AiLN7B","66","msg_rel_self","5.7"
"R_2uQBHJ3lwuk2LaU","66","msg_rel_self","10"
"R_5drLHSeq3Cklu1j","66","msg_rel_self","2.6"
"R_1MQ9zMtUQl6XeaL","66","msg_rel_self","3"
"R_BXpLHr47yRhAgs9","66","msg_rel_self","5"
"R_3Hh5jHoTdwDBOWp","66","msg_rel_self","0.5"
"R_2f0pGoCf2AiLN7B","66","msg_rel_social","5.8"
"R_2uQBHJ3lwuk2LaU","66","msg_rel_social","7.8"
"R_5drLHSeq3Cklu1j","66","msg_rel_social","2.4"
"R_1MQ9zMtUQl6XeaL","66","msg_rel_social","4.5"
"R_BXpLHr47yRhAgs9","66","msg_rel_social","6.8"
"R_3Hh5jHoTdwDBOWp","66","msg_rel_social","0.9"
"R_2f0pGoCf2AiLN7B","66","msg_share","0.9"
"R_2uQBHJ3lwuk2LaU","66","msg_share","8.5"
"R_5drLHSeq3Cklu1j","66","msg_share","0"
"R_1MQ9zMtUQl6XeaL","66","msg_share","2"
"R_BXpLHr47yRhAgs9","66","msg_share","9.1"
"R_3Hh5jHoTdwDBOWp","66","msg_share","0.5"
"R_eD18AZxSDH18v73","67","msg_rel_self","2.9"
"R_11aXtkeWdhold36","67","msg_rel_self","0.2"
"R_eD18AZxSDH18v73","67","msg_rel_social","7.6"
"R_11aXtkeWdhold36","67","msg_rel_social","9"
"R_eD18AZxSDH18v73","67","msg_share","3.7"
"R_11aXtkeWdhold36","67","msg_share","0.4"
"R_2abJWHUfuYdskt5","69","msg_rel_self","4.9"
"R_4P0hv2yZsiducBr","69","msg_rel_self","6.8"
"R_1lzP3YCkgKcoN75","69","msg_rel_self","1.6"
"R_2xFrj0K4tUP8LJH","69","msg_rel_self","8.4"
"R_2EtWB6u5BErpFQp","69","msg_rel_self","4.6"
"R_3rZm4LQ30JhOEuZ","69","msg_rel_self","5.7"
"R_2abJWHUfuYdskt5","69","msg_rel_social","5.2"
"R_4P0hv2yZsiducBr","69","msg_rel_social","7.2"
"R_1lzP3YCkgKcoN75","69","msg_rel_social","1.6"
"R_2xFrj0K4tUP8LJH","69","msg_rel_social","8.4"
"R_2EtWB6u5BErpFQp","69","msg_rel_social","5.1"
"R_3rZm4LQ30JhOEuZ","69","msg_rel_social","5.8"
"R_2abJWHUfuYdskt5","69","msg_share","5.9"
"R_4P0hv2yZsiducBr","69","msg_share","0"
"R_1lzP3YCkgKcoN75","69","msg_share","0"
"R_2xFrj0K4tUP8LJH","69","msg_share","9.4"
"R_2EtWB6u5BErpFQp","69","msg_share","0"
"R_3rZm4LQ30JhOEuZ","69","msg_share","1.5"
"R_1P1uOCKQDVjx0Sp","70","msg_rel_self","5"
"R_3rZm4LQ30JhOEuZ","70","msg_rel_self","6.8"
"R_1P1uOCKQDVjx0Sp","70","msg_rel_social","5.1"
"R_3rZm4LQ30JhOEuZ","70","msg_rel_social","6.2"
"R_1P1uOCKQDVjx0Sp","70","msg_share","1.6"
"R_3rZm4LQ30JhOEuZ","70","msg_share","2"
"R_4P0hv2yZsiducBr","71","msg_rel_self","0"
"R_eD18AZxSDH18v73","71","msg_rel_self","0"
"R_vif9GNKvLL4rqG5","71","msg_rel_self","0"
"R_5drLHSeq3Cklu1j","71","msg_rel_self","0.7"
"R_u9pCwS3EukTIE2R","71","msg_rel_self","0"
"R_3pqZjBpz2C41KHg","71","msg_rel_self","6.7"
"R_4P0hv2yZsiducBr","71","msg_rel_social","3"
"R_eD18AZxSDH18v73","71","msg_rel_social","7.5"
"R_vif9GNKvLL4rqG5","71","msg_rel_social","3.3"
"R_5drLHSeq3Cklu1j","71","msg_rel_social","1.4"
"R_u9pCwS3EukTIE2R","71","msg_rel_social","2.1"
"R_3pqZjBpz2C41KHg","71","msg_rel_social","6.3"
"R_4P0hv2yZsiducBr","71","msg_share","0"
"R_eD18AZxSDH18v73","71","msg_share","0"
"R_vif9GNKvLL4rqG5","71","msg_share","0"
"R_5drLHSeq3Cklu1j","71","msg_share","0.3"
"R_u9pCwS3EukTIE2R","71","msg_share","0"
"R_3pqZjBpz2C41KHg","71","msg_share","8"
"R_3iOs9vyySUhV6eA","72","msg_rel_self","6.5"
"R_2uQBHJ3lwuk2LaU","72","msg_rel_self","10"
"R_2fxI6LV7kY69PoE","72","msg_rel_self","6.4"
"R_2R4Hqcuoxj1lcUm","72","msg_rel_self","4.4"
"R_1giQU8GxhPD090O","72","msg_rel_self","9.3"
"R_2xFrj0K4tUP8LJH","72","msg_rel_self","9.1"
"R_3iOs9vyySUhV6eA","72","msg_rel_social","7.4"
"R_2uQBHJ3lwuk2LaU","72","msg_rel_social","8.4"
"R_2fxI6LV7kY69PoE","72","msg_rel_social","7.1"
"R_2R4Hqcuoxj1lcUm","72","msg_rel_social","7.9"
"R_1giQU8GxhPD090O","72","msg_rel_social","9.3"
"R_2xFrj0K4tUP8LJH","72","msg_rel_social","9.2"
"R_3iOs9vyySUhV6eA","72","msg_share","5.9"
"R_2uQBHJ3lwuk2LaU","72","msg_share","6.8"
"R_2fxI6LV7kY69PoE","72","msg_share","7.4"
"R_2R4Hqcuoxj1lcUm","72","msg_share","3.1"
"R_1giQU8GxhPD090O","72","msg_share","9.2"
"R_2xFrj0K4tUP8LJH","72","msg_share","9.5"
"R_3Mm96GRiBVS4wlw","73","msg_rel_self","6.8"
"R_3Mm96GRiBVS4wlw","73","msg_rel_social","3.2"
"R_3Mm96GRiBVS4wlw","73","msg_share","0.8"
"R_2uQBHJ3lwuk2LaU","74","msg_rel_self","10"
"R_2EtWB6u5BErpFQp","74","msg_rel_self","1"
"R_3rZm4LQ30JhOEuZ","74","msg_rel_self","0"
"R_2uQBHJ3lwuk2LaU","74","msg_rel_social","10"
"R_2EtWB6u5BErpFQp","74","msg_rel_social","3.2"
"R_3rZm4LQ30JhOEuZ","74","msg_rel_social","3"
"R_2uQBHJ3lwuk2LaU","74","msg_share","9.2"
"R_2EtWB6u5BErpFQp","74","msg_share","0"
"R_3rZm4LQ30JhOEuZ","74","msg_share","0"
"R_3iOs9vyySUhV6eA","75","msg_rel_self","4.9"
"R_1TwJi8euFt64rgR","75","msg_rel_self","5.4"
"R_11aXtkeWdhold36","75","msg_rel_self","0.3"
"R_1MQ9zMtUQl6XeaL","75","msg_rel_self","0"
"R_3pqZjBpz2C41KHg","75","msg_rel_self","7.7"
"R_3iOs9vyySUhV6eA","75","msg_rel_social","7.6"
"R_1TwJi8euFt64rgR","75","msg_rel_social","6.3"
"R_11aXtkeWdhold36","75","msg_rel_social","5"
"R_1MQ9zMtUQl6XeaL","75","msg_rel_social","0"
"R_3pqZjBpz2C41KHg","75","msg_rel_social","9.4"
"R_3iOs9vyySUhV6eA","75","msg_share","5.2"
"R_1TwJi8euFt64rgR","75","msg_share","2.5"
"R_11aXtkeWdhold36","75","msg_share","0.2"
"R_1MQ9zMtUQl6XeaL","75","msg_share","6.1"
"R_3pqZjBpz2C41KHg","75","msg_share","7.3"
"R_3iOs9vyySUhV6eA","76","msg_rel_self","7.2"
"R_1TwJi8euFt64rgR","76","msg_rel_self","7.2"
"R_2WOO3Cy0WzELc48","76","msg_rel_self","1.1"
"R_3pqZjBpz2C41KHg","76","msg_rel_self","10"
"R_ptRcC4k7rq7eFEd","76","msg_rel_self","1.5"
"R_3iOs9vyySUhV6eA","76","msg_rel_social","7.1"
"R_1TwJi8euFt64rgR","76","msg_rel_social","8.2"
"R_2WOO3Cy0WzELc48","76","msg_rel_social","2.6"
"R_3pqZjBpz2C41KHg","76","msg_rel_social","9.8"
"R_ptRcC4k7rq7eFEd","76","msg_rel_social","5.9"
"R_3iOs9vyySUhV6eA","76","msg_share","5.8"
"R_1TwJi8euFt64rgR","76","msg_share","10"
"R_2WOO3Cy0WzELc48","76","msg_share","0"
"R_3pqZjBpz2C41KHg","76","msg_share","7.3"
"R_ptRcC4k7rq7eFEd","76","msg_share","5.2"
"R_12QDFjKTL2B6vyR","77","msg_rel_self","0.2"
"R_2fxI6LV7kY69PoE","77","msg_rel_self","0"
"R_3Hh5jHoTdwDBOWp","77","msg_rel_self","0.2"
"R_12QDFjKTL2B6vyR","77","msg_rel_social","7.8"
"R_2fxI6LV7kY69PoE","77","msg_rel_social","10"
"R_3Hh5jHoTdwDBOWp","77","msg_rel_social","3.6"
"R_12QDFjKTL2B6vyR","77","msg_share","4"
"R_2fxI6LV7kY69PoE","77","msg_share","5.8"
"R_3Hh5jHoTdwDBOWp","77","msg_share","2.5"
"R_1TwJi8euFt64rgR","78","msg_rel_self","2.6"
"R_30qPGw6tWsJdEI7","78","msg_rel_self","4.8"
"R_1IkNyQpcEIAXqxj","78","msg_rel_self","1.9"
"R_ptRcC4k7rq7eFEd","78","msg_rel_self","2.2"
"R_BXpLHr47yRhAgs9","78","msg_rel_self","9"
"R_1TwJi8euFt64rgR","78","msg_rel_social","7.3"
"R_30qPGw6tWsJdEI7","78","msg_rel_social","4.6"
"R_1IkNyQpcEIAXqxj","78","msg_rel_social","8.3"
"R_ptRcC4k7rq7eFEd","78","msg_rel_social","3.3"
"R_BXpLHr47yRhAgs9","78","msg_rel_social","5.3"
"R_1TwJi8euFt64rgR","78","msg_share","7.5"
"R_30qPGw6tWsJdEI7","78","msg_share","0"
"R_1IkNyQpcEIAXqxj","78","msg_share","5.7"
"R_ptRcC4k7rq7eFEd","78","msg_share","1.6"
"R_BXpLHr47yRhAgs9","78","msg_share","9.2"
"R_2abJWHUfuYdskt5","79","msg_rel_self","2.3"
"R_ptRcC4k7rq7eFEd","79","msg_rel_self","2.1"
"R_2abJWHUfuYdskt5","79","msg_rel_social","2.3"
"R_ptRcC4k7rq7eFEd","79","msg_rel_social","3.7"
"R_2abJWHUfuYdskt5","79","msg_share","2.7"
"R_ptRcC4k7rq7eFEd","79","msg_share","5.7"
"R_12QDFjKTL2B6vyR","80","msg_rel_self","0.1"
"R_5drLHSeq3Cklu1j","80","msg_rel_self","1.5"
"R_2R4Hqcuoxj1lcUm","80","msg_rel_self","3.1"
"R_2wjbcllviPLOPGK","80","msg_rel_self","0"
"R_3HAnseb3CpXeuHb","80","msg_rel_self","0"
"R_3g0LnJE8pmiieSt","80","msg_rel_self","5"
"R_12QDFjKTL2B6vyR","80","msg_rel_social","2.7"
"R_5drLHSeq3Cklu1j","80","msg_rel_social","2.6"
"R_2R4Hqcuoxj1lcUm","80","msg_rel_social","3.7"
"R_2wjbcllviPLOPGK","80","msg_rel_social","3"
"R_3HAnseb3CpXeuHb","80","msg_rel_social","10"
"R_3g0LnJE8pmiieSt","80","msg_rel_social","6.2"
"R_12QDFjKTL2B6vyR","80","msg_share","0"
"R_5drLHSeq3Cklu1j","80","msg_share","0.5"
"R_2R4Hqcuoxj1lcUm","80","msg_share","3.4"
"R_2wjbcllviPLOPGK","80","msg_share","0"
"R_3HAnseb3CpXeuHb","80","msg_share","0"
